Player Name,C,L,R,D,CON,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,OV,Age,Contract,Salary,Link
Janis Moser,,,,X,100.00,62,57,81,83,67,95,97,64,35,75,66,89,50,56,53,0,40,77,26,0,0$,NHL Link
Drew O'Connor,,X,,,100.00,76,49,81,92,86,87,99,65,57,68,74,73,50,55,52,0,40,77,28,0,0$,NHL Link
Ondrej Palat,,X,,,100.00,78,35,99,85,72,84,97,66,55,67,65,74,62,99,99,0,40,77,35,0,0$,NHL Link
Andrew Peeke,,,,X,100.00,82,39,89,74,88,91,95,62,35,66,65,86,63,60,56,0,40,77,28,0,0$,NHL Link
Jeff Petry,,,,X,100.00,74,36,84,83,83,84,87,65,35,66,60,74,60,94,92,0,40,77,38,0,0$,NHL Link
Neal Pionk,,,,X,100.00,72,39,85,74,69,96,74,69,35,67,63,83,50,79,82,0,40,77,30,0,0$,NHL Link
Eric Robinson,,X,,,100.00,86,41,99,97,90,82,87,63,55,64,73,70,50,70,60,0,40,77,31,0,0$,NHL Link
Evan Rodrigues,X,,,,100.00,61,35,85,83,61,90,89,74,80,74,69,75,74,83,68,0,40,77,32,0,0$,NHL Link
Mackie Samoskevich,,,X,,100.00,71,35,95,95,62,87,95,76,55,74,70,68,60,48,43,0,40,77,23,0,0$,NHL Link
Nick Seeler,,,,X,100.00,78,54,84,82,79,88,97,61,35,64,63,90,50,67,60,0,40,77,33,0,0$,NHL Link
Cole Sillinger,X,,,,100.00,78,42,80,91,77,89,98,65,67,77,67,78,60,44,55,0,40,77,23,0,0$,NHL Link
Colton Sissons,X,,,,100.00,77,56,88,89,77,84,86,65,85,64,67,76,50,99,76,0,40,77,32,0,0$,NHL Link
Carson Soucy,,,,X,100.00,82,40,76,75,92,86,94,62,35,65,65,83,50,80,59,0,40,77,31,0,0$,NHL Link
Justin Sourdif,,,X,,100.00,73,38,91,88,73,88,96,70,68,74,73,76,50,43,39,0,40,77,24,0,0$,NHL Link
Sam Steel,X,,,,100.00,64,35,94,84,64,91,92,68,71,75,74,77,61,70,62,0,40,77,28,0,0$,NHL Link
Alexei Toropchenko,,,X,,100.00,95,70,90,97,99,83,86,62,65,65,64,77,50,57,53,0,40,77,27,0,0$,NHL Link
Lian Bichsel,,,,X,100.00,99,61,80,76,99,85,74,61,35,63,68,77,50,49,40,0,40,76,22,0,0$,NHL Link
Zachary Bolduc,X,,,,100.00,80,35,93,85,69,86,96,73,66,72,72,72,61,51,44,0,40,76,23,0,0$,NHL Link
Mavrik Bourque,X,,,,100.00,65,35,93,88,63,89,99,71,70,74,76,69,50,57,43,0,40,76,24,0,0$,NHL Link
Michael Bunting,,X,,,100.00,60,35,99,86,64,87,93,76,56,73,72,65,66,69,58,0,40,76,30,0,0$,NHL Link
Michael Carcone,,X,,,100.00,75,35,97,99,60,84,97,69,56,70,72,69,50,56,48,0,40,76,30,0,0$,NHL Link
Connor Clifton,,,,X,100.00,87,99,69,84,71,87,74,61,35,63,63,86,50,82,59,0,40,76,31,0,0$,NHL Link
Jason Dickinson,X,,,,100.00,74,35,90,86,78,89,85,63,83,67,67,77,60,72,81,0,40,76,30,0,0$,NHL Link
Anthony Duclair,,X,,,100.00,60,35,94,86,67,85,83,72,55,71,73,71,68,77,71,0,40,76,30,0,0$,NHL Link
Jake Evans,X,,,,100.00,67,35,92,85,65,89,88,63,89,69,73,80,60,71,58,0,40,76,30,0,0$,NHL Link
Emmitt Finnie (R),X,,,,100.00,76,35,99,90,73,89,99,72,67,71,71,74,50,38,39,0,40,76,21,0,0$,NHL Link
Tyson Foerster,,,X,,100.00,73,38,84,76,84,93,57,77,55,65,79,76,77,49,46,0,40,76,24,0,0$,NHL Link
Frederick Gaudreau,X,,,,100.00,60,35,98,82,63,90,88,66,78,72,67,82,85,82,61,0,40,76,33,0,0$,NHL Link
Luke Glendening,X,,,,100.00,73,35,95,93,68,80,89,61,81,65,62,76,50,99,86,0,40,76,37,0,0$,NHL Link
Gage Goncalves,X,,,,100.00,69,37,85,89,70,86,93,68,65,75,71,75,89,53,42,0,40,76,25,0,0$,NHL Link
Yanni Gourde,X,,,,100.00,64,38,75,83,54,91,99,64,82,73,68,77,62,94,72,0,40,76,34,0,0$,NHL Link
Kaiden Guhle,,,,X,100.00,78,51,84,83,81,91,65,63,35,68,64,85,50,53,46,0,40,76,24,0,0$,NHL Link
Garnet Hathaway,,,X,,100.00,99,98,76,85,90,80,86,61,66,61,61,78,50,89,71,0,40,76,34,0,0$,NHL Link
Barrett Hayton,X,,,,100.00,66,35,75,91,75,88,87,74,84,71,69,70,61,58,54,0,40,76,26,0,0$,NHL Link
Mark Jankowski,X,,,,100.00,69,35,90,82,81,81,88,65,81,67,73,77,63,81,61,0,40,76,31,0,0$,NHL Link
Kasperi Kapanen,,X,,,100.00,72,35,89,95,73,87,67,64,55,68,69,70,66,93,66,0,40,76,29,0,0$,NHL Link
Oliver Kapanen,X,,,,100.00,62,35,89,88,71,87,99,68,78,70,78,79,73,50,40,0,40,76,22,0,0$,NHL Link
Marco Kasper,X,,,,100.00,90,43,90,91,81,86,98,65,76,67,68,72,50,42,44,0,40,76,22,0,0$,NHL Link
Adam Klapka,,,X,,100.00,99,99,50,88,99,80,97,65,56,68,66,73,50,45,41,0,40,76,25,0,0$,NHL Link
Keegan Kolesar,,,X,,100.00,99,93,79,87,93,82,99,62,56,67,66,69,50,75,59,0,40,76,29,0,0$,NHL Link
Brett Kulak,,,,X,100.00,60,35,78,82,70,90,99,62,35,67,61,82,50,92,71,0,40,76,32,0,0$,NHL Link
Nick Leddy,,,,X,100.00,64,35,94,82,74,89,60,62,35,66,62,73,62,99,93,0,40,76,35,0,0$,NHL Link
Timothy Liljegren,,,,X,100.00,67,46,84,85,75,92,71,66,35,68,61,83,50,64,52,0,40,76,27,0,0$,NHL Link
Matias Maccelli,,X,,,100.00,60,35,92,87,61,87,90,75,55,78,74,65,61,47,51,0,40,76,25,0,0$,NHL Link
Alex Newhook,X,,,,100.00,65,35,98,89,64,87,67,70,70,71,76,68,60,70,53,0,40,76,25,0,0$,NHL Link
Tommy Novak,X,,,,100.00,60,35,88,83,61,87,99,73,74,77,74,74,66,59,50,0,40,76,29,0,0$,NHL Link
Victor Olofsson,,X,,,100.00,60,35,99,88,58,86,96,73,55,72,72,70,68,60,59,0,40,76,30,0,0$,NHL Link
Brett Pesce,,,,X,100.00,64,35,99,73,80,92,63,62,35,66,61,86,50,86,75,0,40,76,31,0,0$,NHL Link
Alexander Petrovic,,,,X,100.00,83,56,77,76,93,85,77,62,35,66,62,78,50,82,52,0,40,76,34,0,0$,NHL Link
Marcus Pettersson,,,,X,100.00,60,46,71,73,68,94,99,62,35,70,63,88,50,78,68,0,40,76,30,0,0$,NHL Link
Michael Rasmussen,X,,,,100.00,83,45,98,85,99,84,85,63,71,66,66,78,60,51,60,0,40,76,27,0,0$,NHL Link
Calum Ritchie,X,,,,100.00,63,35,87,90,75,85,88,77,70,72,75,68,63,39,39,0,40,76,21,0,0$,NHL Link
Matthew Robertson,,,,X,100.00,80,38,77,83,88,88,91,62,35,68,67,78,50,43,39,0,40,76,25,0,0$,NHL Link
Nicolas Roy,X,,,,100.00,72,45,91,75,81,87,93,68,82,72,68,78,64,81,59,0,40,76,29,0,0$,NHL Link
Matthew Savoie,X,,,,100.00,60,35,94,90,55,88,99,71,66,73,77,81,65,46,40,0,40,76,22,0,0$,NHL Link
Yegor Sharangovich,X,,,,100.00,61,35,97,82,73,91,96,72,67,70,72,71,78,55,59,0,40,76,28,0,0$,NHL Link
Ryan Shea,,,,X,100.00,60,35,95,78,71,90,97,65,35,79,66,88,50,53,43,0,40,76,29,0,0$,NHL Link
Reilly Smith,,,X,,100.00,60,35,99,83,65,86,89,65,56,67,76,67,68,99,89,0,40,76,35,0,0$,NHL Link
Jordan Spence,,,,X,100.00,63,35,86,79,65,90,92,70,35,77,66,75,50,64,49,0,40,76,25,0,0$,NHL Link
Logan Stankoven,X,,,,100.00,60,35,94,84,45,89,98,75,82,75,77,73,63,56,45,0,40,76,23,1,"814,167$",NHL Link
Kevin Stenlund,X,,,,100.00,74,40,89,78,89,87,97,63,93,70,64,81,61,72,55,0,40,76,29,0,0$,NHL Link
Oskar Sundqvist,X,,,,100.00,83,42,82,78,91,84,75,66,73,70,67,72,50,82,65,0,40,76,32,0,0$,NHL Link
Miles Wood,,X,,,100.00,77,36,88,99,83,82,77,62,55,65,69,67,50,76,66,0,40,76,30,0,0$,NHL Link
Shane Wright,X,,,,100.00,67,35,96,89,72,86,93,73,75,70,72,75,61,42,44,0,40,76,22,0,0$,NHL Link
Jonathan Aspirot,,,,X,100.00,80,75,78,82,81,87,86,63,35,67,64,83,50,49,38,0,40,75,27,0,0$,NHL Link
Uvis Balinskis,,,,X,100.00,70,35,85,87,72,86,77,70,35,68,66,75,50,54,43,0,40,75,29,0,0$,NHL Link
Nick Bjugstad,X,,,,100.00,83,51,81,80,91,81,82,61,72,62,66,72,70,82,79,0,40,75,33,0,0$,NHL Link
Teodors Blugers,X,,,,100.00,64,60,85,82,65,91,62,65,73,68,73,71,65,83,60,0,40,75,31,0,0$,NHL Link
Bobby Brink,,,X,,100.00,60,35,92,92,48,89,88,75,56,71,75,70,73,51,47,0,40,75,24,0,0$,NHL Link
Zeev Buium,,,,X,100.00,60,35,88,86,62,91,94,78,35,74,66,68,50,44,39,0,40,75,20,0,0$,NHL Link
Colton Dach,X,,,,100.00,99,95,80,85,98,82,82,65,66,66,66,70,50,46,40,0,40,75,23,0,0$,NHL Link
Jack Drury,X,,,,100.00,60,35,87,83,63,87,99,64,94,71,69,84,50,65,50,0,40,75,26,0,0$,NHL Link
Brandon Duhaime,,,X,,100.00,91,99,68,93,87,82,99,61,56,63,64,76,50,68,55,0,40,75,29,0,0$,NHL Link
Ty Emberson,,,,X,100.00,73,40,88,86,75,85,91,62,35,67,63,84,50,54,45,0,40,75,26,0,0$,NHL Link
Dante Fabbro,,,,X,100.00,70,41,85,76,73,87,93,62,35,64,65,86,50,70,59,0,40,75,28,0,0$,NHL Link
Haydn Fleury,,,,X,100.00,75,36,87,87,84,82,64,61,35,62,64,78,50,73,54,0,40,75,29,0,0$,NHL Link
Ethen Frank,,,X,,100.00,62,35,92,99,62,83,86,71,55,69,71,73,67,46,40,0,40,75,28,0,0$,NHL Link
Trent Frederic,X,,,,100.00,99,89,82,87,96,81,93,61,75,62,64,66,60,75,57,0,40,75,28,0,0$,NHL Link
Adam Gaudette,,X,,,100.00,63,35,87,89,67,82,86,70,60,66,77,70,70,64,55,0,40,75,29,0,0$,NHL Link
Cody Glass,X,,,,100.00,67,45,86,82,79,86,89,66,88,65,78,72,68,64,52,0,40,75,27,0,0$,NHL Link
Ryan Greene,X,,,,100.00,65,35,97,86,73,92,98,70,80,71,70,74,50,41,39,0,40,75,22,0,0$,NHL Link
Arseni Gritsyuk,,,X,,100.00,66,35,87,88,69,89,86,71,55,73,71,71,66,42,39,0,40,75,25,0,0$,NHL Link
Carl Grundstrom,,X,,,100.00,89,45,90,88,78,82,86,62,55,64,71,71,62,71,53,0,40,75,28,0,0$,NHL Link
Drew Helleson,,,,X,100.00,74,36,88,76,83,87,82,62,35,70,63,84,50,50,41,0,40,75,25,0,0$,NHL Link
Vinnie Hinostroza,,,X,,100.00,60,35,89,99,55,81,86,66,56,69,67,72,75,73,61,0,40,75,32,0,0$,NHL Link
Justin Hryckowian,X,,,,100.00,78,61,84,72,72,85,98,68,77,71,73,80,50,48,40,0,40,75,25,0,0$,NHL Link
Ben Hutton,,,,X,100.00,65,47,92,81,78,83,78,63,35,67,67,77,60,74,66,0,40,75,33,0,0$,NHL Link
Dakota Joshua,,X,,,100.00,99,83,80,76,95,83,78,63,55,66,73,71,50,61,51,0,40,75,30,0,0$,NHL Link
William Karlsson,X,,,,100.00,60,35,94,82,67,89,45,67,76,66,70,72,63,99,91,0,40,75,33,0,0$,NHL Link
Tye Kartye,,X,,,100.00,90,55,90,82,80,83,85,63,55,70,69,77,50,50,46,0,40,75,25,0,0$,NHL Link
Marat Khusnutdinov,X,,,,100.00,60,35,98,90,62,87,95,67,67,72,74,77,73,48,44,0,40,75,23,0,0$,NHL Link
Kaedan Korczak,,,,X,100.00,76,35,86,80,83,86,96,62,35,69,63,79,50,55,43,0,40,75,25,0,0$,NHL Link
Andrey Kuzmenko,,X,,,100.00,60,35,99,74,65,88,75,82,50,70,76,66,70,59,50,0,40,75,30,0,0$,NHL Link
Yan Kuznetsov,,,,X,100.00,77,39,86,81,88,93,87,62,35,66,65,82,50,43,38,0,40,75,24,0,0$,NHL Link
Emil Lilleberg,,,,X,100.00,84,84,68,79,88,88,74,62,35,67,66,76,50,58,44,0,40,75,25,0,0$,NHL Link
Ryan Lindgren,,,,X,100.00,64,49,74,78,69,89,94,61,40,65,63,88,50,75,61,0,40,75,28,0,0$,NHL Link
Ilya Lyubushkin,,,,X,100.00,74,62,76,73,81,85,76,61,35,66,61,83,50,74,61,0,40,75,32,0,0$,NHL Link
Logan Mailloux,,,,X,100.00,80,63,77,81,88,87,91,65,35,66,65,75,61,42,39,0,40,75,23,0,0$,NHL Link
Porter Martone (R),,,X,,100.00,72,37,90,76,84,93,41,82,55,76,73,62,50,42,35,0,40,75,19,3,"966,667$",NHL Link
Denton Mateychuk,,,,X,100.00,60,35,99,85,64,91,93,67,35,72,72,82,50,40,42,0,40,75,21,0,0$,NHL Link
Ian Moore,,,,X,100.00,69,35,84,89,82,86,90,62,55,66,65,81,50,47,39,0,40,75,24,0,0$,NHL Link
Vladislav Namestnikov,X,,,,100.00,64,35,92,84,63,86,82,68,69,65,69,71,62,95,81,0,40,75,33,0,0$,NHL Link
Simon Nemec,,,,X,100.00,60,35,87,77,67,91,88,69,35,71,71,81,76,46,43,0,40,75,22,1,"918,333$",NHL Link
Tanner Pearson,,X,,,100.00,75,44,80,80,76,80,78,63,55,66,69,72,64,91,77,0,40,75,33,0,0$,NHL Link
Nick Perbix,,,,X,100.00,67,36,90,72,83,91,97,62,35,67,63,85,50,62,51,0,40,75,28,0,0$,NHL Link
Cole Perfetti,,,X,,100.00,61,35,90,78,62,89,88,76,55,74,71,71,66,54,51,0,40,75,24,0,0$,NHL Link
Elias D Pettersson,,,,X,100.00,86,49,87,85,87,84,92,61,35,65,64,79,50,40,40,0,40,75,22,0,0$,NHL Link
Ilya Protas (R),X,,,,100.00,73,44,74,71,95,90,92,77,66,76,68,65,58,37,35,0,40,75,19,0,0$,NHL Link
Taylor Raddysh,,,X,,100.00,69,35,92,89,79,82,88,64,55,67,70,76,61,54,55,0,40,75,28,0,0$,NHL Link
Ryan Reaves,,,X,,100.00,99,99,78,78,97,75,74,61,55,60,65,68,50,99,87,0,40,75,39,0,0$,NHL Link
Pavol Regenda,,X,,,100.00,85,41,86,81,93,85,75,73,65,61,76,64,50,47,37,0,40,75,26,0,0$,NHL Link
Nick Robertson,,X,,,100.00,63,35,98,91,57,84,96,70,55,71,73,73,61,62,48,0,40,75,24,0,0$,NHL Link
Jeff Skinner,X,,,,100.00,65,35,99,80,70,83,59,73,65,67,68,68,66,71,95,0,40,75,34,0,0$,NHL Link
Cole Smith,,X,,,100.00,87,55,78,94,80,85,84,62,55,63,69,73,50,62,51,0,40,75,30,0,0$,NHL Link
Elmer Soderblom,,X,,,100.00,99,60,93,84,99,81,81,62,55,65,68,70,50,50,41,0,40,75,24,0,0$,NHL Link
Ryan Strome,X,,,,100.00,60,41,80,77,69,85,75,68,73,71,70,66,63,80,99,0,40,75,32,0,0$,NHL Link
Conor Timmins,,,,X,100.00,72,39,89,74,86,90,65,62,35,68,60,85,50,65,46,0,40,75,27,0,0$,NHL Link
Matthew Wood,,X,,,100.00,70,35,98,82,83,83,94,74,59,69,75,68,63,39,39,0,40,75,21,0,0$,NHL Link
Olen Zellweger,,,,X,100.00,62,35,85,91,65,87,94,67,35,70,66,81,50,47,44,0,40,75,22,0,0$,NHL Link
Mason Appleton,X,,,,100.00,73,35,84,84,76,85,86,62,65,66,67,68,50,77,60,0,40,74,30,0,0$,NHL Link
Jesper Boqvist,X,,,,100.00,79,35,99,93,70,82,92,63,67,66,65,70,63,65,56,0,40,74,27,0,0$,NHL Link
Braeden Bowman (R),,,X,,100.00,66,35,93,77,76,87,93,71,55,74,69,69,51,45,38,0,40,74,23,0,0$,NHL Link
Jonny Brodzinski,X,,,,100.00,75,35,97,80,81,81,78,65,70,68,67,71,60,68,49,0,40,74,33,0,0$,NHL Link
Sam Carrick,X,,,,100.00,80,99,75,82,78,80,92,62,81,65,69,75,50,71,56,0,40,74,34,0,0$,NHL Link
Igor Chernyshov (R),,X,,,100.00,61,35,73,84,72,89,89,74,50,72,75,66,69,38,37,0,40,74,20,0,0$,NHL Link
Jaroslav Chmelar (R),,,X,,100.00,91,66,70,90,99,77,93,62,55,62,69,71,51,40,37,0,40,74,22,0,0$,NHL Link
Easton Cowan (R),X,,,,100.00,67,37,84,82,67,88,89,73,65,73,71,69,65,38,39,0,40,74,21,0,0$,NHL Link
Ty Dellandrea,X,,,,100.00,80,35,95,85,75,87,70,62,78,68,63,75,60,62,49,0,40,74,25,0,0$,NHL Link
Sam Dickinson (R),,,,X,100.00,74,35,88,84,82,87,91,63,35,69,61,78,50,37,39,0,40,74,20,3,"942,500$",NHL Link
Matt Dumba,,,,X,100.00,60,70,63,84,62,84,64,62,35,65,65,73,60,99,76,0,40,74,31,0,0$,NHL Link
Dalibor Dvorsky,X,,,,100.00,76,35,84,78,80,87,95,74,79,66,71,66,75,39,39,0,40,74,21,0,0$,NHL Link
Adam Edstrom,,X,,,100.00,98,46,99,93,99,78,62,61,55,62,66,71,50,45,40,0,40,74,25,0,0$,NHL Link
Adam Erne,,X,,,100.00,98,51,91,80,85,79,70,61,55,62,68,71,63,66,58,0,40,74,31,0,0$,NHL Link
Ryker Evans,,,,X,100.00,63,35,79,87,68,88,87,65,35,66,70,76,50,44,45,0,40,74,24,0,0$,NHL Link
Brendan Gaunce,X,,,,100.00,80,39,87,81,89,82,89,62,76,65,64,76,51,59,57,0,40,74,32,0,0$,NHL Link
Samuel Girard,,,,X,100.00,60,35,88,78,50,89,82,63,35,72,64,77,50,94,68,0,40,74,28,0,0$,NHL Link
Ryan Graves,,,,X,100.00,76,44,90,76,93,84,63,60,35,60,62,77,50,69,60,0,40,74,31,0,0$,NHL Link
Jordan Greenway,,,X,,100.00,88,63,79,79,99,83,66,61,55,65,62,72,50,77,61,0,40,74,29,0,0$,NHL Link
Matvei Gridin (R),,,X,,100.00,60,35,86,81,67,89,93,76,55,74,67,68,83,37,37,0,40,74,20,0,0$,NHL Link
Jansen Harkins,X,,,,100.00,86,62,98,94,79,78,69,62,70,64,64,69,65,66,52,0,40,74,29,0,0$,NHL Link
Kevin Hayes,X,,,,100.00,77,42,90,72,93,83,56,66,68,65,67,65,77,85,79,0,40,74,34,0,0$,NHL Link
Pontus Holmberg,,X,,,100.00,71,42,95,89,73,85,89,63,56,68,71,70,50,56,47,0,40,74,27,0,0$,NHL Link
Ross Johnston,,X,,,100.00,99,99,51,79,99,78,83,62,55,68,64,66,50,68,52,0,40,74,32,0,0$,NHL Link
Henri Jokiharju,,,,X,100.00,67,35,90,76,75,88,67,66,35,72,63,72,50,56,59,0,40,74,27,0,0$,NHL Link
Mathieu Joseph,,,X,,100.00,78,40,99,88,73,83,76,62,55,67,63,75,60,71,61,0,40,74,29,0,0$,NHL Link
Wyatt Kaiser,,,,X,100.00,61,35,85,85,67,91,95,62,35,67,66,82,50,44,44,0,40,74,23,0,0$,NHL Link
Arthur Kaliyev,,,X,,100.00,65,36,81,77,80,80,91,82,50,71,67,60,64,56,46,0,40,74,25,0,0$,NHL Link
Linus Karlsson,,,X,,100.00,63,35,91,84,64,84,97,72,56,73,73,66,72,51,41,0,40,74,26,0,0$,NHL Link
Alexander Kerfoot,X,,,,100.00,60,40,82,83,62,84,61,64,71,66,71,74,64,89,85,0,40,74,31,0,0$,NHL Link
Johnathan Kovacevic,,,,X,100.00,83,83,77,71,97,89,61,62,35,68,60,76,60,55,49,0,40,74,28,0,0$,NHL Link
Philipp Kurashev,X,,,,100.00,63,35,92,83,67,89,68,71,66,72,69,68,81,49,55,0,40,74,26,0,0$,NHL Link
Curtis Lazar,X,,,,100.00,85,35,93,83,80,77,70,61,81,62,67,68,50,86,68,0,40,74,31,0,0$,NHL Link
Blake Lizotte,X,,,,100.00,60,35,90,86,50,86,78,63,75,70,69,79,50,71,59,0,40,74,28,0,0$,NHL Link
Jeff Malott,,X,,,100.00,99,78,73,89,93,77,80,61,55,65,63,70,50,60,39,0,40,74,29,0,0$,NHL Link
Nikolas Matinpalo,,,,X,100.00,75,38,91,88,86,85,74,61,35,64,60,78,50,56,40,0,40,74,27,0,0$,NHL Link
Hunter McDonald (R),,,,X,100.00,93,63,50,70,99,84,86,65,35,75,60,68,50,41,35,0,40,74,24,0,0$,NHL Link
Philippe Myers,,,,X,100.00,81,44,78,82,95,83,65,60,35,62,60,74,50,58,48,0,40,74,29,0,0$,NHL Link
Gustav Nyquist,X,,,,100.00,60,35,95,82,56,84,74,71,65,69,61,70,77,99,85,0,40,74,36,0,0$,NHL Link
Zack Ostapchuk,X,,,,100.00,91,75,83,94,87,79,89,61,76,62,66,72,50,42,42,0,40,74,23,0,0$,NHL Link
Cole Reinhardt,,X,,,100.00,89,47,93,92,83,80,81,62,65,65,72,66,50,47,39,0,40,74,26,0,0$,NHL Link
Sam Rinzel,,,,X,100.00,65,35,75,81,77,89,95,70,35,68,65,74,50,40,38,0,40,74,22,0,0$,NHL Link
Alexander Romanov,,,,X,100.00,79,40,98,76,87,91,46,61,35,62,60,78,60,62,55,0,40,74,26,0,0$,NHL Link
Brandon Saad,,X,,,100.00,65,35,90,86,76,85,73,62,55,65,63,70,62,99,88,0,40,74,33,0,0$,NHL Link
Conor Sheary,,X,,,100.00,60,35,96,85,54,87,83,67,59,68,67,75,62,88,70,0,40,74,34,0,0$,NHL Link
Troy Stecher,,,,X,100.00,60,35,90,82,59,91,85,62,35,68,64,80,50,72,69,0,40,74,32,0,0$,NHL Link
Alex Steeves,X,,,,100.00,90,61,87,79,77,82,75,68,65,66,71,73,50,53,38,0,40,74,26,0,0$,NHL Link
Nico Sturm,X,,,,100.00,76,37,84,83,85,81,73,62,78,65,67,74,50,78,56,0,40,74,31,0,0$,NHL Link
Pius Suter,X,,,,100.00,60,35,90,75,56,90,85,70,76,72,73,75,64,57,58,0,40,74,30,0,0$,NHL Link
Christopher Tanev,,,,X,100.00,61,35,99,71,75,89,43,61,35,65,60,78,50,99,83,0,40,74,36,0,0$,NHL Link
Alexandre Texier,,X,,,100.00,70,35,89,82,74,86,74,67,55,71,69,67,83,69,50,0,40,74,26,0,0$,NHL Link
Tyler Tucker,,,,X,100.00,79,99,70,80,82,83,89,62,35,70,63,75,50,51,44,0,40,74,26,0,0$,NHL Link
Frank Vatrano,,,X,,100.00,78,60,79,87,75,82,74,64,55,63,66,69,62,77,73,0,40,74,32,0,0$,NHL Link
Joe Veleno,X,,,,100.00,91,44,92,92,81,84,82,61,73,62,63,72,60,53,55,0,40,74,26,0,0$,NHL Link
Nathan Walker,,X,,,100.00,91,35,81,87,65,83,70,62,62,66,66,71,60,71,50,0,40,74,32,0,0$,NHL Link
Tim Washe,X,,,,100.00,89,40,91,84,92,84,93,61,81,63,63,77,50,48,37,0,40,74,24,0,0$,NHL Link
Arber Xhekaj,,,,X,100.00,99,99,50,79,99,78,86,61,35,62,61,69,50,54,47,0,40,74,25,0,0$,NHL Link
Danila Yurov (R),,,X,,100.00,60,35,87,91,63,85,92,68,68,71,72,73,50,45,39,0,40,74,22,3,"950,000$",NHL Link
Zach Aston-Reese,X,,,,100.00,87,35,72,82,81,78,77,61,65,65,62,69,50,80,58,0,40,73,31,0,0$,NHL Link
Oskar Back,X,,,,100.00,68,37,98,81,84,83,91,62,66,65,67,81,50,53,43,0,40,73,26,0,0$,NHL Link
Jonatan Berggren,,,X,,100.00,65,35,99,87,67,86,74,69,65,71,70,66,50,46,46,0,40,73,25,0,0$,NHL Link
Colin Blackwell,X,,,,100.00,70,35,85,88,57,82,89,62,70,68,65,79,50,71,55,0,40,73,33,0,0$,NHL Link
Samuel Blais,,X,,,100.00,97,50,51,70,84,76,78,63,55,67,68,71,65,69,50,0,40,73,30,0,0$,NHL Link
Nick Blankenburg,,,,X,100.00,60,35,99,77,53,87,82,72,40,72,69,77,50,54,45,0,40,73,28,0,0$,NHL Link
Michael Eyssimont,X,,,,100.00,69,41,87,84,72,81,78,67,65,68,68,66,67,65,50,0,40,73,29,0,0$,NHL Link
Anton Frondell (R),X,,,,100.00,64,35,94,75,74,93,44,78,67,73,67,67,50,36,36,0,40,73,19,3,"975,000$",NHL Link
Marc Gatcomb,X,,,,100.00,99,35,92,88,79,80,85,61,65,63,64,69,50,45,40,0,40,73,26,0,0$,NHL Link
Benoit-Olivier Groulx,X,,,,100.00,76,35,77,81,82,90,91,64,68,64,71,71,55,47,39,0,40,73,26,0,0$,NHL Link
Matt Grzelcyk,,,,X,100.00,60,35,86,78,56,87,89,66,35,68,60,75,50,90,67,0,40,73,32,0,0$,NHL Link
Stephen Halliday (R),X,,,,100.00,76,39,99,83,89,76,81,72,66,68,67,65,62,41,37,0,40,73,23,0,0$,NHL Link
Travis Hamonic,,,,X,100.00,71,99,75,70,79,83,55,61,35,62,60,78,50,82,85,0,40,73,35,0,0$,NHL Link
Adam Henrique,X,,,,100.00,63,35,87,60,69,85,86,66,82,69,63,82,64,91,92,0,40,73,36,0,0$,NHL Link
Cole Hutson (R),,,,X,100.00,60,35,89,85,54,88,45,81,35,73,68,69,50,37,36,0,40,73,20,0,0$,NHL Link
Dominic James (R),X,,,,100.00,67,35,99,96,68,83,71,65,71,67,69,71,75,46,37,0,40,73,23,0,0$,NHL Link
Mattias Janmark,X,,,,100.00,65,35,91,87,78,82,68,61,65,66,62,69,60,93,72,0,40,73,33,0,0$,NHL Link
Calle Jarnkrok,X,,,,100.00,63,35,96,81,69,82,78,62,66,62,67,68,63,99,77,0,40,73,34,0,0$,NHL Link
Albert Johansson,,,,X,100.00,65,35,96,81,69,85,99,62,35,65,64,82,50,43,43,0,40,73,25,0,0$,NHL Link
Kent Johnson,X,,,,100.00,60,35,89,87,54,85,94,71,65,70,66,69,96,45,50,0,40,73,23,0,0$,NHL Link
Max Jones,,X,,,100.00,93,69,54,84,92,76,82,62,50,63,68,68,50,52,52,0,40,73,28,0,0$,NHL Link
Tyson Jost,X,,,,100.00,65,35,88,83,64,83,89,62,67,66,67,75,63,77,66,0,40,73,28,0,0$,NHL Link
Noah Juulsen,,,,X,100.00,80,46,93,71,80,82,75,62,35,67,62,77,50,63,46,0,40,73,29,0,0$,NHL Link
David Kampf,X,,,,100.00,68,35,93,84,77,88,69,61,79,64,63,71,50,79,66,0,40,73,31,0,0$,NHL Link
Jesperi Kotkaniemi,X,,,,100.00,80,37,99,78,86,81,67,63,70,66,63,67,62,77,63,0,40,73,25,0,0$,NHL Link
Dmitri Kulikov,,,,X,100.00,72,35,88,70,79,89,49,60,35,60,60,71,62,99,91,0,40,73,35,0,0$,NHL Link
Luke Kunin,X,,,,100.00,83,66,82,82,75,78,84,62,74,65,65,73,61,68,62,0,40,73,28,0,0$,NHL Link
Ben Meyers,X,,,,100.00,70,54,96,87,68,82,84,63,77,66,69,71,51,54,42,0,40,73,27,0,0$,NHL Link
Michael Misa (R),X,,,,100.00,60,35,95,89,63,84,71,70,72,71,71,68,50,36,37,0,40,73,19,3,"975,000$",NHL Link
